tp6,pred_0,pred_1,pred_2
-0.8915981,1.1402612,0.7061094,0.041138235
0.0099503305,1.3301284,0.7469474,0.046768326
0.0099503305,-0.8359975,1.1298611,0.3970272
-1.171183,0.358401,0.85882545,0.08765356
0.79299253,1.2400455,0.688657,0.04530746
-4.6051702,-1.24897,1.2119625,0.77178
-4.6051702,-1.1139768,1.1911047,0.7451262
-4.6051702,-1.1959755,1.19565,0.79221964
-4.6051702,-1.1196661,1.1388539,0.7455157
-4.6051702,-0.89708793,1.0530809,0.6006735
-4.6051702,-0.86511743,1.144672,0.5876391
-4.6051702,-0.8960828,1.0813851,0.6219553
-4.6051702,-0.86028415,1.1566762,0.69564176
-2.207275,-0.74720293,1.182972,0.65122586
-4.6051702,-0.6450351,1.1140039,0.4896549
-4.6051702,-0.49324518,1.0585613,0.32945305
-4.6051702,-0.87670875,1.1800677,0.72746813
-4.6051702,-0.73427814,1.1672773,0.60335124
-0.21072103,-0.64375114,1.1389613,0.44815776
-2.207275,-0.2570578,1.0919572,0.30429325
-4.6051702,-0.52586395,1.134316,0.45914954
-0.67334455,-0.42106473,1.1098527,0.36938062
-4.6051702,-0.8485555,1.1348226,0.6123611
-2.207275,-0.82623434,1.141138,0.583388
-1.171183,-0.011889808,1.0623335,0.22581653
-0.8915981,0.07216499,1.0397644,0.19551305
-4.6051702,-0.8063813,1.1309202,0.5385918
-4.6051702,0.07390303,1.06184,0.2589749
-1.5606477,-0.8981462,1.1208485,0.59767985
-1.5606477,-0.4089891,1.1099222,0.25206092
-2.207275,0.52606565,1.0011324,0.21012044
0.79299253,0.76000154,1.0301198,0.2685772
0.6981347,0.6275488,1.037873,0.21461627
-1.5606477,-0.30871066,1.0570816,0.21776953
-4.6051702,-1.2343801,1.1398113,0.8329037
-1.5606477,-0.78280526,1.1540574,0.31663087
-0.4942963,-0.62150574,1.1772443,0.25927934
-0.21072103,0.5302809,0.896766,0.06901918
-0.21072103,1.3855064,0.6964669,0.051727593
-0.8915981,0.16228408,1.0889069,0.14256549
1.5496879,0.857222,0.89596266,0.09487104
-4.6051702,-0.37486723,1.289015,0.39809176
2.4078455,1.3688958,0.7697343,0.06443902
1.5496879,1.1218737,0.8456244,0.083322
1.5282278,1.3238058,0.7978894,0.06485347
0.74668795,0.6417691,1.015557,0.110889256
0.59332687,-0.070264935,1.134348,0.2649141
1.3110318,0.30425686,1.0862415,0.32197964
,-0.1812309,1.1367363,0.26321182
1.166271,-0.25529435,1.1515716,0.28575283
2.2731562,-0.22117883,1.1276078,0.35070616
1.2267123,0.25845653,1.0758688,0.29409134
0.47623417,-0.45580965,1.1825182,0.4378187
0.64710325,-0.28433532,1.153556,0.29901192
1.068153,-0.05814249,1.1514205,0.31634727
1.9035989,-0.32980934,1.166607,0.38485336
-0.21072103,-0.22236416,1.1385634,0.27836037
1.9615022,-0.577467,1.2178186,0.45079103
-1.171183,-0.5560646,1.175065,0.40928975
-0.8915981,-0.5409767,1.1577342,0.33624873
1.5706971,-0.42486548,1.1710515,0.37388784
-4.6051702,-0.3757022,1.1493242,0.2562804
1.5912739,-0.55333626,1.2184592,0.43175
1.4374627,0.25229082,1.0898098,0.30209547
1.1969482,0.46896303,1.0541807,0.2978037
,0.27952665,1.0674887,0.26367566
1.7934247,0.14429462,1.1217569,0.34492886
,0.37995422,1.113098,0.3951186
1.3887912,0.4545986,1.0491416,0.2466587
1.6311994,0.13220268,1.0957447,0.3148367
1.4374627,-0.12380048,1.164503,0.38979512
1.3635374,-0.13218239,1.1441267,0.3698002
1.068153,-0.32864818,1.2131891,0.45952144
0.27002713,-0.26993594,1.1682767,0.37482736
0.27002713,0.23286891,1.1489083,0.3181562
-0.4942963,-0.2940926,1.1585734,0.33976617
0.6981347,1.2133101,0.7797401,0.08825406
-0.8915981,0.29720137,1.0500588,0.12307794
-2.207275,0.26860124,1.000658,0.10554617
-4.6051702,0.495197,0.95763737,0.08318305
1.10194,1.376071,0.7349677,0.090756394
1.10194,-0.10993439,1.1126903,0.16767326
-2.207275,0.25349128,1.058841,0.21948363
-1.5606477,0.29218948,1.0221356,0.19718291
,2.035256,0.6506337,0.034112725
1.2267123,1.0936038,0.7751173,0.08379549
-0.67334455,1.1432443,0.8283951,0.08230533
2.3617969,1.4254034,0.7566779,0.05892872
,0.7757543,0.86892164,0.10908397
0.3435897,1.1128869,0.79526013,0.07581139
-0.34249032,0.5970668,0.9173162,0.08747469
1.0331845,-0.3020267,1.1572791,0.25675815
-0.34249032,0.35628074,0.97940314,0.10044708
0.6981347,1.0428396,0.81071705,0.064561315
0.79299253,1.2854092,0.75653076,0.05974043
-4.6051702,0.6286298,1.000219,0.12637243
1.2837077,1.3842089,0.7491119,0.04888522
2.3233676,1.6630883,0.64101243,0.045993924
1.2837077,1.3779821,0.7571282,0.053765792
-0.67334455,0.5922229,0.951023,0.14295585
1.2267123,1.1147807,0.87161386,0.09112897
-0.4942963,1.2064009,0.8122161,0.074481584
0.53649336,0.91650873,0.85153043,0.06892641
-2.207275,0.5098668,0.9298592,0.10432869
-0.21072103,0.9276107,0.8641182,0.10499556
0.9202828,1.2527087,0.7694867,0.08196841
1.5496879,1.4178116,0.7470647,0.048829567
1.4374627,1.4908566,0.7250468,0.05161734
0.104360014,1.1047899,0.832189,0.0730825
1.166271,0.5656974,0.9338765,0.14792046
-4.6051702,-0.0329244,1.3131174,0.29915512
-0.09431068,1.2985203,0.78466284,0.06031618
1.3887912,1.2714674,0.75875425,0.07814801
-1.5606477,0.5354268,0.9214234,0.098832905
1.1969482,0.6056632,0.920688,0.07590974
,1.1865577,0.81470007,0.06614138
-2.207275,0.8511153,0.91333383,0.10778233
-0.09431068,0.88048804,0.914057,0.10013762
1.4838747,1.396675,0.73444855,0.08250834
,1.1442263,0.79786533,0.11643788
-0.67334455,0.49314195,0.93884796,0.10321314
,1.8904183,0.6101992,0.026408447
1.0331845,1.2638191,0.7725654,0.059982732
-0.4942963,0.9730868,0.8806624,0.073325574
-4.6051702,-0.3982914,1.1607124,0.2574151
0.99694866,1.1809832,0.78667444,0.09296319
0.53649336,1.0274425,0.84077704,0.08260064
1.10194,-0.5513462,1.2739494,0.47859573
1.10194,0.67009646,1.0605359,0.33386043
0.9202828,-0.2652958,1.2562892,0.55203694
0.59332687,0.27514893,1.1222452,0.46912122
0.0099503305,0.08076417,1.0953509,0.3860636
0.6981347,-0.57397306,1.3062192,0.67362696
0.87962675,0.07136475,1.1232717,0.43065003
2.0425181,0.182535,1.1849147,0.5339214
0.64710325,-0.13167703,1.2265097,0.6119813
0.87962675,-0.29467577,1.2236615,0.5593938
1.3887912,-0.22697234,1.1713243,0.41666496
0.6981347,0.05163776,1.218056,0.59559655
0.0099503305,-0.10512162,1.217222,0.5976413
1.4838747,-0.102235414,1.2185601,0.50572836
1.10194,0.019789226,1.1499656,0.38963473
0.0099503305,-0.27717862,1.2297099,0.5649371
0.0099503305,-0.16344848,1.1786101,0.4738684
0.83724755,-0.12711713,1.1952933,0.49795678
-0.09431068,-0.20083183,1.219707,0.5249739
-0.4942963,0.22385415,1.133462,0.33612338
0.0099503305,0.4607345,1.0766368,0.3117262
-0.09431068,-0.121773176,1.2025037,0.44866747
1.10194,0.3089115,1.1198602,0.30456048
0.6981347,-0.2899859,1.2215961,0.48091173
1.4838747,0.70664245,0.9663196,0.1767951
1.10194,0.7460744,1.0484381,0.28164878
1.1969482,0.94389075,1.0564831,0.37742788
1.10194,0.7616471,1.0804543,0.30777234
1.10194,0.73793024,0.919473,0.14854544
0.87962675,-0.73125637,1.3125753,0.7671648
1.5282278,-0.08751695,1.1665858,0.2557288
0.47623417,0.59595466,1.0548272,0.15797806
1.2837077,0.88116056,0.9189441,0.09764576
0.79299253,1.1860985,0.81749576,0.075453304
0.6981347,0.7108149,1.0499347,0.13451405
1.166271,0.9415036,0.9060859,0.095811374
1.2267123,0.3365997,1.2359092,0.20567
-4.6051702,0.4222979,1.1220737,0.1824284
-4.6051702,-0.23065358,1.3065052,0.33416307
-4.6051702,-0.35837543,1.3251964,0.3959175
-4.6051702,-0.80300623,1.3710507,0.58142626
1.3887912,0.27699745,1.0142981,0.19436343
1.5282278,0.20959854,1.0747356,0.2691632
,0.16188192,1.008909,0.17489411
0.3435897,0.012675434,1.0495341,0.19392519
1.2837077,-0.42908496,1.1078503,0.39189237
1.2267123,-0.10099416,1.1129259,0.3033218
1.8261609,-0.15348135,1.1082793,0.31596196
0.19062036,-0.11180986,1.0819778,0.23874618
1.068153,-0.015117593,1.0897696,0.265268
1.7065647,-0.56449574,1.1143323,0.3946547
-0.21072103,-0.5743025,1.1754829,0.3554475
1.6311994,-0.5608658,1.1211678,0.38582915
0.0099503305,-0.59668165,1.1749268,0.42243186
-2.207275,-0.454206,1.1537412,0.30846286
1.4374627,-0.7278505,1.1312628,0.425088
-4.6051702,-0.76580906,1.1699018,0.42838296
1.2837077,-0.7454437,1.1725911,0.4886409
-4.6051702,0.25809586,1.0501711,0.3035051
-1.5606477,-0.15122315,1.0876267,0.38942817
,-0.044758603,1.0822694,0.32812464
-4.6051702,-0.014272653,1.1170143,0.36622322
,-0.2925468,1.1288514,0.47423998
-2.207275,0.17869553,1.0688424,0.26052794
-0.09431068,-0.2761498,1.1024332,0.35972357
-4.6051702,-0.5586821,1.149234,0.47668633
-0.09431068,-0.47013098,1.1187661,0.42550498
-4.6051702,-0.61363935,1.1548494,0.49950173
-0.34249032,-0.5875636,1.124893,0.43712077
-4.6051702,-0.65599674,1.1499557,0.5139083
0.27002713,-0.7387735,1.135113,0.44922554
-1.5606477,-0.85880846,1.1857901,0.5542393
-0.34249032,-0.71021336,1.2228439,0.33567724
-4.6051702,-1.2353164,1.167629,0.7931481
-4.6051702,-1.17924,1.2211179,0.7327099
-4.6051702,-0.8358775,1.1393331,0.552207
-4.6051702,-1.0086402,1.1934986,0.5799258
0.83724755,-0.8177706,1.1240544,0.4647558
0.79299253,-0.8035895,1.1224808,0.44149017
,1.5985456,0.648742,0.04026904
-4.6051702,-0.7982219,1.1237793,0.41128877
-4.6051702,0.38387287,0.9055978,0.112109736
1.5706971,0.7006262,0.82038534,0.06951995
,-0.89870894,1.1948845,0.52605236
-4.6051702,-1.0335755,1.2255452,0.5792976
-4.6051702,-0.88600785,1.1858624,0.44071093
-2.207275,-1.0000259,1.1921737,0.6949045
-4.6051702,-1.0103829,1.2198014,0.5297957
-4.6051702,-1.0448806,1.2014531,0.588889
-2.207275,-0.61894554,1.1162089,0.28350827
-1.171183,0.09175015,1.127103,0.1897894
-4.6051702,-0.50334597,1.1219858,0.23561853
-4.6051702,-0.60353774,1.0752083,0.33234975
,0.6711252,0.8395789,0.07133093
-4.6051702,-0.8272092,1.1790826,0.48288012
-1.171183,0.28137413,0.9641445,0.12594901
0.3435897,0.36414653,0.90020674,0.11712717
-0.8915981,-0.78824013,1.1859163,0.3786998
-4.6051702,-0.85999376,1.1442082,0.42563692
0.59332687,-0.6606863,1.0857849,0.32891077
-4.6051702,-0.7669881,1.1213877,0.38869372
-4.6051702,-0.5190524,1.1433156,0.24107529
-4.6051702,-0.14620376,1.0381308,0.16584097
1.4134231,0.19175607,0.9446258,0.114986
-4.6051702,-0.837324,1.1806155,0.6526415
0.6981347,0.079838865,1.241539,0.2647392
-4.6051702,0.20683041,0.9524914,0.10119212
-0.8915981,-0.8271327,1.1533122,0.4611723
-4.6051702,-0.959912,1.1750499,0.4861888
-4.6051702,-1.0357535,1.2221054,0.550072
1.6114359,0.7031891,0.8278822,0.061100613
1.4609379,0.34105474,0.9251093,0.11287412
0.64710325,0.4548188,0.9067761,0.10096225
-4.6051702,-0.8110303,1.1350276,0.5163414
,-0.8488827,1.1535531,0.66809326
-4.6051702,-0.9833512,1.1748719,0.4910041
,-0.42431948,1.1069845,0.20430444
-4.6051702,-0.34834424,1.117829,0.24059024
-4.6051702,-0.19006312,1.0629354,0.15920952
-4.6051702,-0.7972364,1.1952722,0.45131412
-4.6051702,-0.8601685,1.1790593,0.5830953
-4.6051702,-0.22694868,1.0793505,0.20955546
-4.6051702,-0.24539998,1.23847,0.3830605
-4.6051702,0.079570554,1.1675515,0.38225353
-0.4942963,-0.15222672,1.2282158,0.48312178
-1.5606477,0.028665967,1.1366996,0.43437254
-1.171183,-0.2946961,1.0915321,0.42607236
-2.207275,-0.52828795,1.2196958,0.53955615
-4.6051702,-0.31456703,1.1137874,0.45689777
-1.5606477,-0.5227643,1.2035319,0.59795606
-1.171183,-0.4879316,1.2358549,0.61681956
-4.6051702,-0.40438008,1.159665,0.51242256
-0.67334455,-0.5333744,1.1182756,0.46099916
-4.6051702,-0.5736308,1.2502732,0.65398496
-0.34249032,-0.4762409,1.2224914,0.5952488
-1.171183,-0.67260295,1.2252985,0.5950371
-4.6051702,-0.6009646,1.1453884,0.5097574
-2.207275,-0.53805923,1.1889908,0.56560874
-1.5606477,-0.5465482,1.1521693,0.5122776
-4.6051702,-0.62389094,1.1934052,0.5647467
-4.6051702,-0.54575366,1.1904562,0.55102915
-4.6051702,-0.5761922,1.1637683,0.5566694
-4.6051702,-0.6015832,1.2009547,0.6147918
-2.207275,-0.6744757,1.1878004,0.5697298
-0.8915981,-0.6309663,1.1404842,0.51362884
-4.6051702,-0.6459574,1.1702582,0.5338199
-4.6051702,-0.7677994,1.1874666,0.75403214
-0.67334455,-0.67426974,1.1618565,0.55071425
-1.171183,-0.63674545,1.2416235,0.605184
-0.8915981,-0.69257396,1.1880349,0.5792911
-4.6051702,-0.8846072,1.1806954,0.781087
-4.6051702,-0.64046985,1.3139665,0.5205084
,-0.9361561,1.0666363,0.8137388
-4.6051702,-1.0956995,1.1734143,0.77720433
-4.6051702,-0.8501984,1.1869888,0.5308362
0.3435897,0.27244022,0.93265176,0.122749865
-4.6051702,-1.1012626,1.1796048,0.82021576
-4.6051702,-0.022984765,1.0076284,0.1832358
-0.4942963,-1.1177156,1.154683,0.90795624
-0.21072103,0.3208199,1.0373318,0.15226115
-1.5606477,0.20362738,1.1392072,0.19380885
0.83724755,-0.027841426,1.280604,0.29141754
-4.6051702,-0.512776,1.3203907,0.46297097
-2.207275,-0.5632305,1.1528391,0.394496
0.74668795,-0.43139422,1.1166652,0.45841694
,-0.55895215,1.140709,0.36002678
0.104360014,-0.49919468,1.1370795,0.339926
-0.21072103,-0.9385459,1.0867157,0.6739906
-4.6051702,-0.41444722,1.1391164,0.4001539
-4.6051702,-0.8111011,1.1335111,0.5598645
-4.6051702,-0.56403875,1.1255468,0.3752612
-4.6051702,-0.5718745,1.11292,0.4734124
-4.6051702,-1.062779,1.1163443,0.7482892
-1.5606477,-0.62154263,1.1200197,0.38048342
-4.6051702,-1.0729476,1.1172194,0.66676503
-4.6051702,-1.1205626,1.1641093,0.7508267
-4.6051702,-0.87442327,1.1444944,0.50556785
-4.6051702,-1.1276197,1.103613,0.7267368
-4.6051702,-1.0106957,1.1254796,0.53554523
-4.6051702,-1.1589539,1.117338,0.69429696
0.27002713,0.23056066,1.0209253,0.27759373
-4.6051702,0.054053433,1.046932,0.33608538
,0.0875304,1.0206871,0.28798974
-0.4942963,0.0017454252,1.0861146,0.354709
,-0.21334168,1.1155806,0.4876421
-4.6051702,-0.06137707,1.074939,0.33181265
0.74668795,-0.74836224,1.074426,0.56124276
-0.8915981,-0.9285885,1.1105683,0.68627274
-0.21072103,-0.9343282,1.0978113,0.6942576
-4.6051702,-0.9299752,1.1430782,0.7687089
-4.6051702,-1.0197985,1.1141481,0.72447544
-2.207275,-0.8074794,1.1201955,0.57660455
-4.6051702,-1.0917215,1.0953058,0.6971413
0.59332687,-0.05262401,0.9468761,0.1434203
-4.6051702,-1.1703252,1.1955769,0.5621993
-4.6051702,-1.3822517,1.1527737,0.7685358
-4.6051702,-1.3417265,1.1845471,0.71784216
0.74668795,-0.04585699,0.9787295,0.15856618
-2.207275,-1.161216,1.1229901,0.5336671
-2.207275,-0.7895284,1.078893,0.42303917
-4.6051702,-0.85570157,1.0811989,0.44002494
,1.220402,0.72288334,0.05128629
1.068153,-0.5653932,1.0629736,0.24112837
-4.6051702,-0.11886451,1.032706,0.18500806
1.5062971,0.11449432,0.96632624,0.11007641
,-0.9358455,1.0990499,0.3778094
-4.6051702,-0.20660767,0.96576977,0.14854154
-4.6051702,-0.9832745,1.1335962,0.42317364
-4.6051702,-1.257376,1.1352829,0.62072015
-4.6051702,-1.1082627,1.1664549,0.52555364
-2.207275,-0.5223429,1.0546312,0.19248411
0.47623417,-0.26315358,0.97209656,0.11894027
-0.21072103,0.5851664,0.8903518,0.08167266
-4.6051702,-0.2800169,1.0184914,0.13915023
1.0331845,0.30684787,0.8613692,0.09912103
,-0.24863276,1.054626,0.15803133
-0.34249032,-0.0319056,1.0005212,0.16265827
-2.207275,-0.7344164,1.1461239,0.3615287
-2.207275,-0.21609926,1.0374953,0.19586577
-1.5606477,-0.9138452,1.1504586,0.36754283
-0.34249032,-0.75931126,1.0821308,0.31062797
-0.8915981,-0.41470158,1.0706198,0.19117758
-0.67334455,0.2260086,0.88157433,0.09768465
-1.5606477,-0.48273212,1.0572463,0.17260407
-0.67334455,-0.002470769,0.9629722,0.10362133
0.0099503305,-0.5100223,1.0889208,0.213713
0.27002713,-0.36916876,1.0829535,0.22485471
0.9202828,0.64738977,0.899618,0.08729281
-0.8915981,0.03449095,0.98625773,0.10319003
0.9593502,-0.028071262,0.9399482,0.12860994
-2.207275,-0.78332585,1.0900631,0.33777645
-4.6051702,-1.3749591,1.1539197,0.7951121
-0.4942963,0.22621307,0.94859785,0.0928577
-1.5606477,-0.3845607,1.097601,0.24969251
-4.6051702,-0.32720813,1.0890536,0.23636048
0.87962675,-0.020942643,0.9426562,0.14936799
,-0.21920893,1.0460446,0.20811765
0.0099503305,-0.75495714,1.0850686,0.283927
,0.28656816,0.87934655,0.07413375
0.104360014,-0.41467753,1.0526582,0.18093239
-1.171183,-0.3491549,1.0520098,0.1443643
-4.6051702,-1.0197023,1.1565226,0.55396384
0.83724755,-0.20854926,1.0326838,0.18451363
0.19062036,-0.440598,1.0687447,0.20393857
0.0099503305,0.25754702,1.0239787,0.20694034
0.6981347,0.44433135,1.0205771,0.24691008
1.5282278,0.2316263,1.0424287,0.3200426
0.27002713,0.17620006,1.0509412,0.38759452
1.10194,0.15738791,1.0336673,0.32258868
0.0099503305,0.07918369,1.0666751,0.3789519
1.068153,0.151321,1.0595822,0.3655629
-0.09431068,-0.3907147,1.1643666,0.6090703
-0.8915981,-0.5269283,1.1925454,0.6645258
0.27002713,-0.023678489,1.1236624,0.47419477
1.10194,-0.25426483,1.0494853,0.3840561
-1.171183,-0.6449014,1.1891255,0.706421
-1.171183,-0.51562816,1.1730494,0.6350956
0.19062036,-0.596949,1.1441523,0.52261895
0.0099503305,-0.4577881,1.0641854,0.41448736
-4.6051702,-0.55198884,1.1373329,0.57687473
-1.5606477,-0.5113266,1.1012151,0.50218576
-0.4942963,-0.9190567,1.1551459,0.7399442
-2.207275,-0.8501351,1.152685,0.7076518
-1.171183,-0.32183388,1.1017851,0.34877157
-0.8915981,-0.21078137,1.1229696,0.3073936
-1.171183,-0.91276836,1.1610451,0.7262982
-2.207275,-0.3766076,1.0842471,0.41605267
-1.5606477,-0.91286474,1.1624064,0.76670474
1.068153,-0.4437836,1.1113741,0.3006239
-0.21072103,0.029296733,1.1019278,0.3082958
1.2837077,0.21087766,1.1417212,0.35841352
-4.6051702,0.033822343,1.1333532,0.31228676
-2.207275,-0.702867,1.0922925,0.33908188
1.9183921,-0.1076699,1.119266,0.27952403
-4.6051702,-0.952311,1.1682506,0.48211643
-0.21072103,-0.6388974,1.1730825,0.33454716
0.47623417,0.07940785,0.95735466,0.13048695
-0.4942963,-0.118339784,1.0201755,0.15236641
0.0099503305,-0.44402522,1.213284,0.346818
-1.5606477,-0.6056098,1.1614088,0.32459828
-4.6051702,-0.8424099,1.3629335,0.7049729
-4.6051702,0.05840274,1.0665233,0.16614185
0.27002713,-0.39835718,1.1561875,0.2637237
1.1969482,0.5905799,0.9385834,0.094590954
-0.21072103,-0.26934743,1.2259604,0.2371478
0.47623417,-0.5199544,1.1233294,0.4661506
-4.6051702,-0.42798993,1.1745234,0.49928564
,-0.42320162,1.1162535,0.40639016
-4.6051702,-0.6917398,1.1627223,0.5227597
-4.6051702,-0.81752044,1.109277,0.6731967
-4.6051702,-0.34815592,1.1418779,0.43480402
-1.171183,-0.86371976,1.1429687,0.6772275
-0.8915981,-0.71709704,1.1296496,0.51296204
-4.6051702,-0.40427306,1.137518,0.4238911
-4.6051702,-1.0030963,1.1389222,0.74037504
-4.6051702,-0.7896597,1.1622139,0.5402402
-4.6051702,-0.8841785,1.1178857,0.645213
-4.6051702,-0.7117283,1.1385949,0.5093545
-1.5606477,-0.8023659,1.1341227,0.515626
0.0099503305,-1.0560848,1.1047934,0.73067474
-4.6051702,-0.6370998,1.1151206,0.42507178
-0.8915981,-0.8076458,1.0976667,0.5456647
-0.4942963,-0.7201102,1.1277959,0.68930364
0.19062036,-0.80427414,1.1270268,0.74614894
,-0.73361516,1.1144369,0.6855214
0.19062036,-0.4013885,1.1978521,0.57028896
,-0.7586692,1.168158,0.75531757
-0.34249032,-0.3677921,1.1502944,0.4939283
-4.6051702,-0.69351524,1.1314975,0.63167155
-4.6051702,-0.93721277,1.1164047,0.78734004
-4.6051702,-0.84666365,1.1170456,0.72425
-4.6051702,-1.00403,1.115348,0.83885276
-4.6051702,-1.063957,1.1249044,0.80510545
-4.6051702,-0.8908395,1.1076521,0.7400461
-4.6051702,-1.1205616,1.1016635,0.83052504
-4.6051702,-1.2800914,0.9168859,0.9077483
-2.207275,-0.08714009,1.0132629,0.15628468
-0.34249032,-0.9973508,1.1532224,0.49257058
1.166271,-0.72816724,1.1658756,0.35317028
-4.6051702,-1.108647,1.0435714,0.80891
-4.6051702,-0.15507081,1.0190401,0.19800608
-2.207275,-1.0018125,1.0655181,0.6748998
-4.6051702,-1.0048038,1.0701042,0.6513474
,-0.3483513,1.1561584,0.35198122
-4.6051702,-1.2120215,1.0204439,0.85528517
-4.6051702,-0.40408328,1.142759,0.40558988
-4.6051702,-1.0810622,1.1969752,0.70164335
,-1.2844775,1.0037898,0.89038366
-4.6051702,-1.0301534,1.0104458,0.7307027
0.47623417,-0.7511868,1.1327581,0.35744503
-2.207275,-0.4540508,1.037211,0.33960572
-0.34249032,-0.38277283,1.0601505,0.2292863
-2.207275,-0.9433089,1.1091341,0.52194554
-1.5606477,-0.47570136,1.0379274,0.23908053
0.6981347,-0.40208897,1.1865002,0.31931722
-1.5606477,-1.2566986,1.1032257,0.7852602
-0.67334455,-0.94457906,1.0053397,0.65288776
-4.6051702,-0.8398978,1.1727681,0.5213815
-1.171183,-0.90038687,1.043812,0.51292145
0.47623417,-0.5168313,1.1761705,0.3753242
-4.6051702,-0.33874577,1.1135118,0.37950426
0.9593502,-0.59824044,1.1224514,0.28048047
0.104360014,-0.36532927,1.0480523,0.23604934
-4.6051702,-0.5774557,1.0381364,0.33057427
0.6981347,-0.49736696,1.0302174,0.29943258
-2.207275,-0.9879749,1.1273599,0.52073944
-4.6051702,-1.307749,1.1267518,0.77269065
-4.6051702,-1.4445939,0.9761537,0.9399838
-4.6051702,-0.9768221,0.9992867,0.7677063
0.47623417,-0.4209993,1.2248579,0.37246075
-4.6051702,-1.4529738,0.948849,0.9409424
-4.6051702,-1.2989379,0.91995084,0.90679204
0.53649336,-0.07177216,0.9710456,0.18556222
-0.8915981,-0.8203624,1.1533903,0.36304456
-4.6051702,-1.3050334,1.2098646,0.80064124
-4.6051702,-1.3246207,1.1211255,0.89509904
-4.6051702,-1.2708821,1.1337507,0.8874834
-4.6051702,-1.2731555,0.9917642,0.87879866
,-1.0909702,1.0211393,0.8072066
-0.67334455,-0.7719549,1.0770557,0.40385973
,-0.46771935,1.089724,0.28376678
-4.6051702,-1.3681622,0.9854848,0.90602636
-4.6051702,-1.4594535,1.0172126,0.91512495
-1.5606477,-0.80047256,1.1770127,0.51323754
-4.6051702,-1.0919387,1.0428336,0.782614
-4.6051702,-1.3640429,0.97626895,0.91729474
-4.6051702,-0.8475194,1.221976,0.80250144
-4.6051702,-0.90259355,1.1819136,0.77866936
-4.6051702,-0.96259993,1.1953762,0.86194676
-4.6051702,-0.8746909,1.1660681,0.77116686
-4.6051702,-0.8443059,1.1210382,0.8037448
-4.6051702,-1.0015776,1.1171945,0.8838751
-2.207275,-0.8341293,1.135818,0.8163345
0.104360014,-0.8644318,1.2310519,0.84425205
-0.8915981,-0.7899493,1.2509794,0.8326727
-4.6051702,-0.83264524,1.1277269,0.8398181
-4.6051702,-0.9371857,1.0737112,0.81283253
-1.5606477,-0.88966006,1.2566618,0.8667531
-4.6051702,-0.78952056,1.2138458,0.8223904
-4.6051702,-1.0664035,1.1419185,0.88935757
-4.6051702,-0.9828196,1.0786581,0.8261881
-4.6051702,-0.8185394,1.1488742,0.8095783
-4.6051702,-0.8538582,1.1054344,0.8077721
-4.6051702,-0.949739,1.1461926,0.84527236
-4.6051702,-0.88039273,1.1488414,0.8212298
-4.6051702,-0.9395821,1.0864382,0.7691977
-4.6051702,-0.96902245,1.1240137,0.82385343
-4.6051702,-0.9147463,1.1253691,0.8003906
-4.6051702,-0.6128958,1.1247143,0.6328047
-4.6051702,-0.9922431,1.1232532,0.84145224
-4.6051702,-1.1727709,0.9762079,0.89756745
-4.6051702,-0.55597234,1.1493858,0.57041657
-0.8915981,-0.44890463,1.1981697,0.5752105
-2.207275,-0.63111085,1.1604923,0.59529895
-4.6051702,-1.1434218,1.0106465,0.8471082
-4.6051702,-0.9563553,1.0876329,0.88860565
-4.6051702,-1.2304244,0.82807165,0.9476197
-4.6051702,-1.1404262,1.1690246,0.759774
-4.6051702,-1.1483088,0.9924102,0.85258883
-4.6051702,-0.93237936,1.1260115,0.5694988
-4.6051702,-1.28024,1.0774628,0.8951009
-4.6051702,-1.1950192,1.2673771,0.77241176
-4.6051702,-1.2626917,1.0304881,0.9560859
1.7595806,-0.28070056,1.183697,0.32662272
0.53649336,-0.7025929,1.2344172,0.44319308
1.1969482,-0.7374857,1.2589736,0.4992121
-4.6051702,-1.2430466,1.2983032,0.8204246
-4.6051702,-1.2457908,1.0367875,0.9971316
-4.6051702,-1.4490142,1.1845844,0.9975752
,-1.0974673,0.96747607,0.99634933
-4.6051702,-1.0376422,0.95803267,0.9952873
-4.6051702,-1.491369,1.3642873,0.9976597
-4.6051702,-1.3461692,1.1001091,0.9973573
-4.6051702,-1.485509,1.2745783,0.99718285
-4.6051702,-1.1660303,1.0881591,0.99452955
-4.6051702,-1.5042319,1.2929312,0.9968791
-4.6051702,-1.6139126,1.4492975,0.997729
-4.6051702,-0.9416493,0.96703905,0.99315345
-4.6051702,-1.6067367,1.3950139,0.9971106
-4.6051702,-1.4582074,1.1808176,0.9968855
-4.6051702,-1.1908488,1.0844362,0.9943241
-4.6051702,-1.7573638,1.5456661,0.9973513
-4.6051702,-1.1317964,1.0104585,0.9936899
-4.6051702,-1.728682,1.4372904,0.997088
-4.6051702,-1.3847256,1.0553888,0.9985877
-4.6051702,-1.3779767,1.1232316,0.9985373
,-1.403746,1.155721,0.99800557
-4.6051702,-1.2967529,0.98540384,0.99836797
,-1.3522266,1.2330837,0.99818784
-4.6051702,-1.4449823,1.2578127,0.99747413
-4.6051702,-1.4668732,1.3415668,0.99765044
-4.6051702,-1.4660172,1.24353,0.9985468
-4.6051702,-1.5021422,1.3545868,0.9981737
-4.6051702,-1.5202937,1.3204634,0.99839824
-4.6051702,-1.6295749,1.4492544,0.998106
-4.6051702,-1.7109275,1.4788086,0.9983917
-4.6051702,-1.7694325,1.5610017,0.99801576
-4.6051702,-1.9968374,1.2127659,0.9956493
