tp6,pred_0,pred_1
-4.6051702,-3.2374609,1.550186
-2.207275,-2.2760527,2.3992298
0.79299253,-0.3683334,2.0962465
-2.207275,-0.5360984,1.9901972
-4.6051702,-4.4170604,0.43100914
-4.6051702,-1.6039073,2.1206906
1.4838747,-0.66778266,2.089945
-2.207275,-3.837922,1.0277236
-4.6051702,-3.6150522,1.3819704
-4.6051702,-0.9513265,2.3325868
-4.6051702,-0.8904889,2.072128
0.83724755,-0.8568448,1.9800531
-1.171183,-0.8400957,1.9625685
-4.6051702,-4.0903244,0.8575879
,-4.3029184,0.52794415
-2.207275,-2.2964768,1.9162979
,-1.0081837,2.2134027
0.79299253,-1.2196769,2.0448637
-0.21072103,-1.2852393,2.2948046
-4.6051702,-4.4701037,0.24306662
-4.6051702,-4.109309,0.85956454
1.3376292,-0.7181686,2.0745018
-4.6051702,-4.7055497,0.10615563
-4.6051702,-4.6923513,0.08096386
-4.6051702,-4.7034783,0.077435374
-4.6051702,-4.73014,0.071465135
-4.6051702,-4.62535,0.06340823
-4.6051702,-4.6503515,0.08163858
-4.6051702,-4.61065,0.06298152
-4.6051702,-4.6648498,0.06238921
-4.6051702,-4.6458745,0.07021257
-4.6051702,-4.6168094,0.06805052
-4.6051702,-4.6018662,0.07947104
-4.6051702,-4.660815,0.06274583
-4.6051702,-4.6306868,0.07270963
-4.6051702,-4.605732,0.102571085
-4.6051702,-4.5612674,0.09383841
-4.6051702,-4.624647,0.073624454
-4.6051702,-4.627975,0.075073466
-4.6051702,-4.662155,0.0753643
-4.6051702,-4.66347,0.0820422
-4.6051702,-4.5448704,0.10363809
-4.6051702,-4.5115395,0.13510545
-4.6051702,-4.6772394,0.08879939
-4.6051702,-4.6082716,0.09429922
-4.6051702,-4.697301,0.08410002
-4.6051702,-4.4833384,0.25399113
-4.6051702,-4.5928936,0.17123674
-4.6051702,-4.619356,0.20199585
-4.6051702,-4.617117,0.2472647
-4.6051702,-4.406637,0.3965099
-4.6051702,-4.684925,0.10127683
-4.6051702,-4.773733,0.22829115
-4.6051702,-4.47733,0.28091198
-4.6051702,-4.309638,0.54867923
-1.5606477,-1.876792,1.9985135
-4.6051702,-4.4104958,0.33738953
0.9593502,-1.0752426,2.177387
-4.6051702,-4.5465503,0.28865367
0.79299253,0.046190042,1.9858488
-4.6051702,-0.15662034,2.0238109
-4.6051702,-2.1824496,2.0197198
-4.6051702,-2.911663,1.6540842
-2.207275,-4.0454226,1.3631415
-4.6051702,-3.6719847,1.5236118
,-3.2705455,1.9734815
-0.8915981,-2.6311946,2.2118516
-1.5606477,-3.5943606,1.4867151
0.59332687,-2.8827658,1.9634178
-4.6051702,-3.1816545,1.8464358
-4.6051702,-2.194272,2.0899246
0.87962675,-2.1870341,2.0429566
-0.09431068,-3.010405,1.9037163
-0.67334455,-1.3610914,2.1840184
-0.8915981,-2.3521614,2.0758052
-0.67334455,-1.8426061,2.100901
-4.6051702,-1.6015873,2.1260085
-4.6051702,-2.206578,2.0261078
-0.34249032,-0.763339,2.0791888
-2.207275,-1.8272021,2.029838
-4.6051702,-4.485039,0.53078496
-4.6051702,-4.579509,0.46778613
,-4.5032997,0.5024282
-4.6051702,-4.152083,0.9915243
,-4.493766,0.515179
-4.6051702,-3.8447645,1.2522614
0.27002713,-3.687955,1.3017714
-4.6051702,-4.380536,0.7338591
-0.09431068,-4.0356007,1.1051679
-4.6051702,-4.2445703,0.9177064
-4.6051702,-3.5326765,1.6066772
-1.171183,-3.9634466,1.3233285
-4.6051702,-3.101562,1.8478173
1.1346227,0.15110667,1.7509311
-4.6051702,-4.422002,0.6125198
-4.6051702,-2.1253865,2.2495222
-4.6051702,-3.073396,1.9684334
0.64710325,0.19413595,1.8431442
-4.6051702,-1.3102682,2.1783142
0.27002713,-1.7641058,2.1155028
0.27002713,-1.3494157,2.1033742
,1.0783244,1.5063893
0.9593502,-0.116191834,1.6766981
0.104360014,-0.38011965,1.6316471
1.4838747,0.26357168,1.5611091
,-0.19734132,1.6523955
-0.21072103,-0.67187655,1.8098476
-4.6051702,-3.8075182,1.6055778
0.47623417,-1.3785372,2.046837
-4.6051702,-3.416646,1.7653717
-2.207275,-2.8876364,2.125291
0.59332687,-0.42066988,1.8982211
0.41210964,-2.9722614,1.7974246
-4.6051702,-2.676467,2.0781646
1.5062971,0.2478806,1.6809802
-0.34249032,-0.4656721,1.640266
1.10194,-0.9539996,2.0403776
0.3435897,-1.2935995,1.7963946
-0.21072103,-0.5288924,1.6168416
-4.6051702,-4.0884056,1.3010365
0.0099503305,-1.4472913,2.1074643
0.47623417,-0.3870925,2.0177789
0.9202828,0.017707456,1.8453157
-4.6051702,-3.6762242,1.7668681
0.19062036,-0.7069561,1.721139
0.79299253,-0.63404566,1.60438
-0.21072103,-0.83421487,1.9588349
0.3435897,-2.303518,2.0043707
-0.09431068,-1.2573373,1.8230772
1.4134231,0.5332866,1.64985
-2.207275,-1.2483877,2.1431496
-4.6051702,-3.4181805,1.8249756
-0.67334455,-1.6046153,1.8494657
-1.5606477,-1.403283,1.5855546
-0.8915981,-1.3454497,1.5633081
1.3376292,0.41333738,1.7348776
,-0.15676759,1.8583661
-1.5606477,-2.1348166,2.1824298
,-2.4416032,2.059607
-0.34249032,0.27343962,1.5709224
-2.207275,-2.8839927,1.9816333
-1.171183,-0.74806833,2.0671241
0.79299253,-0.027501445,1.797301
1.1969482,-0.33711538,1.6307421
-4.6051702,-4.396001,0.53300405
-4.6051702,-4.4435673,0.4354771
-4.6051702,-4.4406767,0.51240975
-4.6051702,-4.5456853,0.4550046
-4.6051702,-4.4745917,0.48949724
-4.6051702,-4.3725357,0.8047318
-4.6051702,-4.4875426,0.48787278
-4.6051702,-4.589155,0.4859266
0.19062036,-4.7145357,0.52226174
-4.6051702,-4.536335,0.543292
-4.6051702,-4.5231814,0.70066243
-4.6051702,-4.6280327,0.5162594
-4.6051702,-4.6632485,0.53797835
-0.67334455,-4.2886777,1.077203
-4.6051702,-4.499754,0.76511425
-4.6051702,-4.583892,0.5914245
-4.6051702,-4.538975,0.6052977
-4.6051702,-4.469275,0.75393856
-4.6051702,-4.53763,0.7743352
-4.6051702,-4.2860413,1.0450096
-4.6051702,-3.2453282,1.7815549
0.64710325,-4.3046017,0.9884296
-4.6051702,-4.01647,1.2093141
-1.171183,-4.1426406,1.1082813
0.0099503305,-2.2916973,1.83162
-4.6051702,-3.0327487,1.8749068
-4.6051702,-3.0186315,1.9719129
-4.6051702,-2.633501,2.0579357
-0.21072103,-0.9830171,1.8180501
-1.5606477,-4.4227266,0.52457744
-1.5606477,-4.0422482,1.3722374
-4.6051702,-2.6416821,2.22514
-0.21072103,-1.0933802,2.0530434
-0.21072103,-0.4097266,1.6625736
-0.4942963,-3.07978,1.8286107
-0.21072103,-0.7314742,1.8646226
-1.5606477,-4.3800917,0.50717574
0.83724755,-1.4938941,1.9069335
0.0099503305,-0.9205178,1.9493473
0.41210964,-2.458505,1.9172482
-4.6051702,-3.8385985,0.6888752
-4.6051702,-4.5266895,0.6024534
-4.6051702,-4.33322,0.8189867
,-4.361949,0.7874403
-4.6051702,-4.2397065,0.92892903
-4.6051702,-4.580385,0.3626381
-4.6051702,-4.453124,0.5421792
-4.6051702,-4.441739,0.466228
-0.8915981,-4.3740406,0.6123578
-4.6051702,-4.435277,0.5932672
-4.6051702,-4.542527,0.42777807
0.3435897,-4.112026,0.711338
-4.6051702,-4.3697433,0.55448085
-2.207275,-4.351492,0.69219124
0.6981347,-4.2718325,0.9130318
-4.6051702,-4.418288,0.5319326
-4.6051702,-3.071458,1.8749176
-4.6051702,-4.3890657,0.5470728
-4.6051702,-3.551266,1.4389826
-2.207275,-3.841476,1.0176046
,-3.6664596,1.272174
-4.6051702,-3.5533807,1.5154487
,-4.024261,0.7957204
-4.6051702,-3.671149,1.2955947
-1.5606477,-4.458639,0.48444492
-1.171183,-4.4850655,0.44725752
-4.6051702,-4.490796,0.46577787
-1.5606477,-4.5186567,0.4515584
-0.67334455,-4.48629,0.49927178
-4.6051702,-4.469591,0.6021684
-2.207275,-4.5241303,0.5413297
-4.6051702,-4.632614,0.45240712
-4.6051702,-1.280812,2.4352036
2.580974,0.12048118,2.1211524
0.99694866,0.6921728,2.1708317
-4.6051702,-4.7051864,0.49814206
0.19062036,-1.9279934,2.0580845
-4.6051702,-4.4766817,0.6405839
-4.6051702,-4.4495516,0.63058037
,-2.2438967,2.1312704
-4.6051702,-4.3569784,0.8065138
-4.6051702,-3.924473,0.8884274
-4.6051702,-1.6007245,2.1024964
,-4.563721,0.59071535
-4.6051702,-4.4466257,1.0216248
-1.5606477,-2.936749,2.1448023
-4.6051702,-4.4312267,0.7321889
0.74668795,-0.45867583,2.1518688
-4.6051702,-3.736557,1.7016561
-2.207275,-2.9430852,1.8699214
-2.207275,-1.1004021,2.492981
-4.6051702,-4.187728,1.0317558
-1.5606477,-4.2645,1.0961002
0.0099503305,-0.40433866,2.116326
-4.6051702,-4.6178637,0.67702234
0.41210964,-0.49732068,2.2304392
0.64710325,-4.0331407,0.6122694
-4.6051702,-2.2189522,2.3056068
0.6981347,-2.05289,1.9903533
0.19062036,-4.3826876,0.8857129
-2.207275,-4.172056,1.2668343
-4.6051702,-4.241649,0.7768626
-4.6051702,-3.992247,1.2933328
-4.6051702,-2.0483608,2.1235638
-4.6051702,-4.754021,0.5913275
0.47623417,-1.0523394,2.4066205
-1.5606477,-2.3043408,2.2097316
-4.6051702,-4.44289,0.5148422
1.1346227,-1.7499216,2.0193305
-0.4942963,-0.10827856,2.1997454
-0.21072103,-1.4086474,2.25629
-1.171183,-1.4790415,2.0458758
-2.207275,-1.3422307,2.0464008
-4.6051702,-4.655078,0.4543665
,-4.7525983,0.42583346
1.166271,-2.0884318,2.008019
,-3.631277,1.7867668
-4.6051702,-4.2243156,0.7116052
-4.6051702,-3.65547,1.9169266
-2.207275,-2.3442934,2.0515966
-4.6051702,-4.741685,0.5022827
-4.6051702,-4.1785526,0.81930137
-4.6051702,-4.4015484,0.72010344
-0.8915981,-3.6407735,1.7790313
-2.207275,-4.240777,1.0985849
-4.6051702,-3.0217345,1.8805783
-4.6051702,-4.073282,0.8089793
-1.5606477,-4.4722047,0.64633465
-4.6051702,-4.0936136,0.73822033
-4.6051702,-4.2501187,0.5968148
-4.6051702,-4.3545437,0.4999133
-4.6051702,-4.2376423,0.5913079
-0.21072103,-4.151446,0.7287275
-4.6051702,-4.3814306,0.48621708
-4.6051702,-4.3459854,0.49707276
-4.6051702,-3.890535,1.1462293
-4.6051702,-3.9466238,0.95968074
-4.6051702,-4.2941933,0.54301864
-2.207275,-4.2237396,0.61910665
-4.6051702,-4.3925943,0.5486243
-4.6051702,-4.4379396,0.51012427
-4.6051702,-3.6836624,1.2150664
-4.6051702,-3.5419097,1.3401886
-4.6051702,-4.441168,0.55371076
-4.6051702,-4.2253866,0.72322583
-4.6051702,-4.489464,0.49156985
-4.6051702,-4.2704744,1.0546865
-0.34249032,-3.8169494,1.2164739
0.27002713,-3.9457524,1.1509017
0.0099503305,-4.29188,0.89645773
-4.6051702,-4.692418,0.53059584
-4.6051702,-4.537258,0.5282107
-4.6051702,-4.7854133,0.667028
-4.6051702,-4.438272,0.4609764
-1.5606477,-4.6333437,0.47328323
-4.6051702,-4.1742306,0.6474882
-4.6051702,-4.485776,0.27319843
-4.6051702,-3.9643407,1.2249935
-4.6051702,-4.5876646,0.22862676
0.0099503305,-1.1423986,2.3669288
0.41210964,-1.5281925,2.4660823
-0.67334455,-0.92664874,2.349257
-1.171183,-1.4696794,2.4833274
-4.6051702,-4.6246357,0.21153064
-4.6051702,-4.6283636,0.12768628
,-4.571124,0.2121785
-4.6051702,-4.6233444,0.18363777
-4.6051702,-4.6930532,0.12634411
-4.6051702,-4.6106167,0.14131707
-4.6051702,-4.6064734,0.14106199
-4.6051702,-4.6478024,0.12534489
-4.6051702,-4.695225,0.115491554
-4.6051702,-4.74093,0.13478224
-4.6051702,-4.6437087,0.1361084
-4.6051702,-4.664274,0.12586324
-4.6051702,-4.6954727,0.108982034
-4.6051702,-4.7042856,0.10326252
-4.6051702,-4.699279,0.14368519
-4.6051702,-4.6717644,0.10254109
-4.6051702,-4.7160635,0.11569032
-4.6051702,-3.2740202,1.0035484
-4.6051702,-3.731739,0.77300864
,-4.209456,0.4794855
-4.6051702,-4.358039,0.32354793
,-4.465719,0.24097452
-4.6051702,-4.57959,0.1422336
-4.6051702,-4.6409245,0.12541987
-4.6051702,-4.648422,0.15064971
-4.6051702,-4.704673,0.12616833
-4.6051702,-4.718279,0.1352045
-4.6051702,-4.750015,0.13350092
-4.6051702,-4.792816,0.1418765
-4.6051702,-4.7997375,0.13400637
-4.6051702,-4.711849,0.16779654
-4.6051702,-4.5443425,0.12462146
-4.6051702,-4.609581,0.107068956
-4.6051702,-4.516469,0.12500001
-4.6051702,-4.768565,0.1405482
-4.6051702,-4.6631026,0.10016876
-4.6051702,-4.8167524,0.1267536
-4.6051702,-4.765242,0.12584823
,-4.496063,0.1241112
-4.6051702,-4.6593294,0.107675
-4.6051702,-4.5942407,0.10355251
-4.6051702,-4.627104,0.09788956
,-4.696698,0.116389476
-4.6051702,-4.717394,0.10576711
-4.6051702,-4.6230097,0.09919035
-4.6051702,-4.7435617,0.10514983
-4.6051702,-4.578662,0.11329451
-4.6051702,-4.6373525,0.09673445
-4.6051702,-4.74074,0.098174036
-4.6051702,-4.5265446,0.112251446
-4.6051702,-4.587948,0.093375675
-4.6051702,-4.667305,0.11794841
-4.6051702,-4.5945425,0.10013418
-4.6051702,-4.8130918,0.113739274
-4.6051702,-4.567991,0.099717684
-4.6051702,-4.6195807,0.10969815
-4.6051702,-4.5678563,0.104955226
-4.6051702,-4.577857,0.09669153
-4.6051702,-4.748093,0.10197158
-4.6051702,-4.767078,0.10277642
-4.6051702,-4.5603676,0.10001666
-4.6051702,-4.6743884,0.088487424
-4.6051702,-4.647209,0.08028752
-4.6051702,-4.8051205,0.14351922
-4.6051702,-4.524398,0.10214969
-4.6051702,-4.6410694,0.074923284
-4.6051702,-4.6585307,0.14377037
-4.6051702,-4.6009927,0.097966485
-4.6051702,-4.5610695,0.1203882
-4.6051702,-4.586812,0.09003301
-4.6051702,-4.6350527,0.09004985
-4.6051702,-4.643629,0.09002164
-4.6051702,-4.7185507,0.14596593
,-4.7809563,0.15744504
-4.6051702,-4.6105666,0.09817152
,-4.5729933,0.10808248
-4.6051702,-4.6628456,0.11371267
-4.6051702,-4.625294,0.081093974
-4.6051702,-4.6460876,0.11034886
-4.6051702,-4.804756,0.13030976
-4.6051702,-4.6840034,0.09232879
-4.6051702,-1.2519245,1.7552807
-4.6051702,-1.6418253,1.5430847
-4.6051702,-1.8079079,1.5730402
-4.6051702,-2.3765771,1.3444976
-4.6051702,-3.5359116,0.9418298
-4.6051702,-3.0287943,1.1481787
-4.6051702,-3.6825726,0.80636847
-4.6051702,-4.481473,0.26211464
-4.6051702,-4.5828333,0.21259615
-4.6051702,-4.3555036,0.3750564
-4.6051702,-4.4667983,0.35519442
-4.6051702,-4.5747166,0.20465466
-4.6051702,-4.570073,0.23327686
-4.6051702,-4.3183107,0.5141662
-4.6051702,-4.579905,0.2834392
-4.6051702,-4.606926,0.1992552
-4.6051702,-4.5734296,0.22120062
-4.6051702,-4.652802,0.15429932
-4.6051702,-4.6966715,0.15793799
-4.6051702,-4.74318,0.16726612
-4.6051702,-4.7271676,0.18374297
-4.6051702,-4.7498446,0.14320424
-4.6051702,-4.7542934,0.14020562
-4.6051702,-4.740473,0.14069848
-4.6051702,-4.734877,0.21912201
-4.6051702,-4.823194,0.1544965
-4.6051702,-4.856368,0.16576032
-4.6051702,-4.8621197,0.16202931
-4.6051702,-4.7698097,0.17956536
-4.6051702,-1.5196927,1.6763667
-4.6051702,-2.0268395,1.8113194
-4.6051702,-1.28567,2.1449819
-4.6051702,-4.5695763,0.21276402
-4.6051702,-4.630821,0.11403912
-4.6051702,-2.753572,1.9199091
-4.6051702,-4.578286,0.10508279
-4.6051702,-1.8034941,2.6745641
-4.6051702,-4.521394,0.105112754
-4.6051702,-4.5696354,0.09216435
-4.6051702,-4.5011034,0.097844765
-4.6051702,-4.54385,0.09564324
-4.6051702,-4.6209955,0.07086615
-4.6051702,-4.572529,0.06689589
,-4.6902475,0.08537922
-4.6051702,-4.7193594,0.09076547
-4.6051702,-4.579212,0.066615105
-4.6051702,-4.593914,0.06847125
-4.6051702,-4.5797977,0.06284252
-4.6051702,-4.6068735,0.07996391
-4.6051702,-4.622094,0.063900396
-4.6051702,-4.5915337,0.06438947
-4.6051702,-4.686005,0.09438725
-4.6051702,-4.589714,0.06431369
-4.6051702,-4.613507,0.07090679
-4.6051702,-4.6272397,0.0840279
-4.6051702,-4.583332,0.0626464
-4.6051702,-4.6183143,0.100440554
-4.6051702,-4.6230516,0.06536654
-4.6051702,-4.5525165,0.061440196
-4.6051702,-4.5696306,0.055580303
,-4.558372,0.06022227
-4.6051702,-4.5717497,0.065391526
,-4.551607,0.056464285
-4.6051702,-4.5480337,0.0663332
-4.6051702,-4.54832,0.065138735
-4.6051702,-4.5612187,0.059793286
-4.6051702,-4.587229,0.06254279
-4.6051702,-4.5995584,0.062518254
-4.6051702,-4.5791793,0.065676786
-4.6051702,-4.5793095,0.07113587
-4.6051702,-4.5909314,0.06509487
-4.6051702,-4.6205544,0.10818025
-4.6051702,-4.60158,0.12858783
-4.6051702,-4.606102,0.113252
-4.6051702,-4.524411,0.13619104
-4.6051702,-4.584338,0.09248663
-4.6051702,-4.6768875,0.091858596
-4.6051702,-4.560371,0.068266355
-4.6051702,-4.551118,0.06939333
,-4.224497,0.320802
-4.6051702,-4.5963173,0.10666873
-4.6051702,-4.4466596,0.18114187
-4.6051702,-4.474473,0.17229858
,-4.6529064,0.087871276
-4.6051702,-4.670396,0.09090948
-4.6051702,-4.646579,0.1036384
-4.6051702,-4.6646876,0.070956595
-4.6051702,-4.647587,0.11585045
-4.6051702,-4.6406364,0.098287255
-4.6051702,-4.6108284,0.08666792
-4.6051702,-2.0707054,2.0467148
-4.6051702,-4.5850554,0.12108086
-4.6051702,-4.6151123,0.1039809
-4.6051702,-4.322276,0.2708968
-4.6051702,-4.56933,0.07398883
-2.207275,-2.9987388,1.4661702
-4.6051702,-4.4803143,0.16007431
-4.6051702,-4.609621,0.11587477
-4.6051702,-4.598336,0.09519042
-4.6051702,-4.596255,0.07497666
-4.6051702,-4.60804,0.08637168
-4.6051702,-4.596427,0.11544575
-4.6051702,-4.5635285,0.14101247
-4.6051702,-4.539231,0.14723173
-4.6051702,-4.5765734,0.07732871
1.5706971,-0.8612051,2.0636659
-4.6051702,-4.53881,0.15554374
-4.6051702,-4.5747986,0.12119583
-4.6051702,-4.615718,0.09317157
-4.6051702,-4.609446,0.13084066
-1.5606477,-4.4265103,0.23290804
-4.6051702,-4.4575157,0.17916566
-4.6051702,-4.412853,0.19701572
-4.6051702,-4.592847,0.09974122
,-4.5935335,0.089255646
-4.6051702,-4.635556,0.09489764
,-4.552084,0.119397
-4.6051702,-4.5872746,0.13359687
-4.6051702,-4.5917606,0.15286289
-4.6051702,-4.6528873,0.11033825
-4.6051702,-4.6284866,0.090906955
-4.6051702,-4.603052,0.12409411
-4.6051702,-4.6360807,0.08443177
-4.6051702,-4.5650816,0.072876796
-4.6051702,-4.596278,0.06842221
-4.6051702,-4.591618,0.06783596
-4.6051702,-4.567069,0.057060063
-4.6051702,-4.5768385,0.06557879
-4.6051702,-4.5601935,0.05455317
-4.6051702,-4.58047,0.0526114
-4.6051702,-4.5612984,0.055323943
-4.6051702,-4.5267634,0.055621415
-4.6051702,-4.52244,0.06656502
-4.6051702,-4.5771694,0.052852944
-4.6051702,-4.5512657,0.05590465
-4.6051702,-4.565027,0.07537436
-4.6051702,-4.5116434,0.07530751
-4.6051702,-4.5446477,0.05807485
-4.6051702,-4.537732,0.060849167
-4.6051702,-4.5864964,0.05842537
-4.6051702,-4.595582,0.060855694
-4.6051702,-4.537475,0.07550077
-4.6051702,-4.530923,0.0753089
-4.6051702,-4.6054144,0.064091876
-4.6051702,-4.5252485,0.07043918
-4.6051702,-4.6168346,0.064011805
-4.6051702,-4.6026273,0.08628323
-4.6051702,-4.535678,0.07828118
-4.6051702,-4.5827546,0.08281811
-4.6051702,-4.585143,0.081735566
-4.6051702,-4.6049085,0.08599233
-4.6051702,-4.62337,0.076553024
-4.6051702,-4.725917,0.12122894
-4.6051702,-4.6434603,0.14125867
-4.6051702,-4.6823063,0.12934469
-4.6051702,-4.5528216,0.14363964
-4.6051702,-4.5427284,0.15307073
-4.6051702,-4.477041,0.24282706
-4.6051702,-4.5710516,0.19852419
-0.4942963,-1.398122,1.9190062
-4.6051702,-1.0911138,2.0604098
1.5062971,-0.68403506,2.023309
-0.67334455,-1.2730801,2.3017375
-4.6051702,-4.6636834,0.08062469
-4.6051702,-4.6168838,0.06546385
,-4.7206783,0.09577232
-4.6051702,-4.754684,0.09777594
-4.6051702,-4.610179,0.06502709
-4.6051702,-4.639809,0.07442122
-4.6051702,-4.6106105,0.06869087
-4.6051702,-4.6748395,0.08337564
-4.6051702,-4.6797543,0.065473445
-4.6051702,-4.6213217,0.06422624
-4.6051702,-4.700555,0.10100607
-4.6051702,-4.6334515,0.06625323
-4.6051702,-4.6710806,0.07387451
-4.6051702,-4.7209754,0.080590755
-4.6051702,-4.6355553,0.06247014
-4.6051702,-4.667473,0.096960545
-4.6051702,-4.6614256,0.068659276
-4.6051702,-4.5825005,0.06430886
-4.6051702,-4.5926676,0.059041075
,-4.5835366,0.06198095
-4.6051702,-4.6293964,0.06699958
,-4.5916376,0.060635425
-4.6051702,-4.5712457,0.064346015
-4.6051702,-4.5801506,0.065471195
-4.6051702,-4.6014924,0.0635771
-4.6051702,-4.6255784,0.06419067
-4.6051702,-4.6408815,0.06358317
-4.6051702,-4.6306133,0.06372153
-4.6051702,-4.6264887,0.06786115
-4.6051702,-4.643304,0.06324148
-4.6051702,-4.628568,0.0981689
-4.6051702,-4.5645037,0.12880768
-4.6051702,-4.599679,0.10745733
-4.6051702,-4.547003,0.123457015
-4.6051702,-4.6171513,0.084410645
-4.6051702,-4.675403,0.096256964
-4.6051702,-4.6475844,0.06642791
-4.6051702,-4.62781,0.0677972
,-4.5261216,0.116329834
-4.6051702,-4.631194,0.09318985
-4.6051702,-4.6179514,0.095562115
-4.6051702,-4.652073,0.08933582
,-4.639543,0.08953245
-4.6051702,-4.6434608,0.0942094
-4.6051702,-4.6226816,0.10655402
-4.6051702,-4.679302,0.07705361
-4.6051702,-4.603598,0.1127908
-4.6051702,-4.609979,0.10152018
-4.6051702,-4.6195903,0.08848075
-4.6051702,-4.5316586,0.11349312
-4.6051702,-4.608164,0.09491271
-4.6051702,-4.616704,0.095882684
-4.6051702,-4.6174045,0.095022395
-4.6051702,-4.662616,0.06762045
-4.6051702,-4.5894675,0.1048852
-4.6051702,-4.6240187,0.08916857
-4.6051702,-4.576137,0.11787597
-4.6051702,-4.5735636,0.10034803
-4.6051702,-4.6405983,0.072399646
-4.6051702,-4.6394544,0.08103115
-4.6051702,-4.597402,0.10615908
-4.6051702,-4.615232,0.0856192
-4.6051702,-4.626031,0.083362065
-4.6051702,-4.633091,0.07354916
-4.6051702,-4.533363,0.103998095
-4.6051702,-4.6529617,0.07864478
-4.6051702,-4.63285,0.09909975
-4.6051702,-4.5877886,0.099424705
-4.6051702,-4.611476,0.11755036
-4.6051702,-4.615094,0.09504493
-4.6051702,-4.5970554,0.093554206
-4.6051702,-4.6338854,0.09726963
-4.6051702,-4.6218433,0.09069064
,-4.6350646,0.08211135
-4.6051702,-4.5837545,0.10177936
,-4.551768,0.104563795
-4.6051702,-4.6306963,0.092983164
-4.6051702,-4.643345,0.0805043
-4.6051702,-4.681977,0.10665697
-4.6051702,-4.659373,0.08406234
-4.6051702,-4.646304,0.08463614
-4.6051702,-4.6685257,0.097179614
-4.6051702,-4.6031075,0.08307616
-4.6051702,-4.637906,0.075359315
-4.6051702,-4.6440926,0.07097265
-4.6051702,-4.59289,0.06080314
-4.6051702,-4.610462,0.067027
-4.6051702,-4.59541,0.059642017
-4.6051702,-4.6198072,0.06014954
-4.6051702,-4.6041794,0.06259694
-4.6051702,-4.576606,0.06260942
-4.6051702,-4.558478,0.06840039
-4.6051702,-4.6208353,0.060383033
-4.6051702,-4.5916824,0.06441557
-4.6051702,-4.5714684,0.0757992
-4.6051702,-4.541313,0.07470886
-4.6051702,-4.5870094,0.06528685
-4.6051702,-4.5908995,0.066518344
-4.6051702,-4.6252346,0.064324945
-4.6051702,-4.629751,0.0658178
-4.6051702,-4.564434,0.07403344
-4.6051702,-4.549412,0.078609966
-4.6051702,-4.644485,0.06531863
-4.6051702,-4.584867,0.06894383
-4.6051702,-4.6570225,0.06387311
-4.6051702,-4.6085863,0.08684997
-4.6051702,-4.6046667,0.075177066
-4.6051702,-4.6558504,0.08059285
-4.6051702,-4.670231,0.0771548
-4.6051702,-4.6223307,0.08420112
-4.6051702,-4.651255,0.08488955
-4.6051702,-4.742028,0.13426779
-4.6051702,-4.6090183,0.17458138
-4.6051702,-4.6230083,0.12526183
-4.6051702,-4.596773,0.08491742
-4.6051702,-4.514825,0.17163184
-4.6051702,-4.6269684,0.1002259
-4.6051702,-4.507408,0.23931438
-4.6051702,-4.5002046,0.11213235
-4.6051702,-4.547003,0.10119995
-4.6051702,-4.492729,0.10725672
-4.6051702,-4.531192,0.10578429
-4.6051702,-4.6299543,0.11301793
-4.6051702,-4.5834904,0.09476026
,-4.6249294,0.13073882
-4.6051702,-4.6497684,0.13010606
-4.6051702,-4.5973864,0.08385057
-4.6051702,-4.644005,0.10347012
-4.6051702,-4.5889053,0.08963809
-4.6051702,-4.6453505,0.1131575
-4.6051702,-4.6671047,0.09318533
-4.6051702,-4.6307573,0.086285435
-4.6051702,-4.6362705,0.1280438
-4.6051702,-4.641011,0.08747902
-4.6051702,-4.7081804,0.09910839
-4.6051702,-4.7105937,0.10863415
-4.6051702,-4.649667,0.08852614
-4.6051702,-4.6315374,0.12961662
-4.6051702,-4.66447,0.09114786
-4.6051702,-4.545392,0.086077765
-4.6051702,-4.5714283,0.07685198
,-4.541044,0.081838675
-4.6051702,-4.5741196,0.097616754
,-4.6069374,0.07475458
-4.6051702,-4.533972,0.0863778
-4.6051702,-4.5901165,0.0816879
-4.6051702,-4.6285005,0.077029295
-4.6051702,-4.643587,0.07987915
-4.6051702,-4.669896,0.07962248
-4.6051702,-4.65525,0.08522701
-4.6051702,-4.62858,0.09190732
-4.6051702,-4.6815457,0.09035823
-4.6051702,-4.628217,0.10850848
,-4.550378,0.14171459
-4.6051702,-4.5405636,0.13377933
-4.6051702,-4.508891,0.1407993
-4.6051702,-4.6051383,0.09756102
-4.6051702,-4.6322193,0.1259552
-4.6051702,-4.6869497,0.09319696
-4.6051702,-4.67087,0.09458387
,-4.5227776,0.13083635
-4.6051702,-4.6113377,0.11094674
-4.6051702,-4.6017227,0.11831522
-4.6051702,-4.650771,0.10396685
,-4.611231,0.10437125
-4.6051702,-4.5986934,0.11148801
-4.6051702,-4.564027,0.13105679
-4.6051702,-4.6738515,0.09706114
-4.6051702,-4.5351915,0.13353741
-4.6051702,-4.5580893,0.1274108
-4.6051702,-4.5594993,0.10636949
-4.6051702,-4.5630493,0.13286027
-4.6051702,-4.5336165,0.12313891
-4.6051702,-4.577465,0.114091665
-4.6051702,-4.617383,0.11206083
-4.6051702,-4.698493,0.087973036
-4.6051702,-4.576482,0.11816438
-4.6051702,-4.62055,0.1032358
-4.6051702,-4.4988947,0.14269607
-4.6051702,-4.568324,0.12561563
-4.6051702,-4.626164,0.08846216
-4.6051702,-4.5944314,0.095194094
